w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
1.1,977.071200232,1714.15567922,820.304520986,898.69455683,898.18389228
1.102,976.498625432,1713.15778604,820.00594271,898.169185644,897.638845243
1.104,975.926345179,1712.16027278,819.707539718,897.644091935,897.094089537
1.106,975.354359472,1711.16313946,819.40931201,897.119275704,896.549625162
1.108,974.782668312,1710.16638608,819.111259586,896.59473695,896.005452119
1.11,974.211271698,1709.17001263,818.813382446,896.070475674,895.461570407
1.112,973.64016963,1708.17401911,818.51568059,895.546491876,894.917980026
1.114,973.069362109,1707.17840553,818.218154017,895.022785555,894.374680977
1.116,972.498849134,1706.18317188,817.920802729,894.499356712,893.831673259
1.118,971.928630706,1705.18831817,817.623626725,893.976205346,893.288956873
1.12,971.358706824,1704.19384439,817.326626004,893.453331458,892.746531818
1.122,970.789077489,1703.19975055,817.029800568,892.930735048,892.204398094
1.124,970.219742701,1702.20603664,816.733150415,892.408416115,891.662555702
1.126,969.650702458,1701.21270266,816.436675547,891.886374659,891.121004641
1.128,969.081956763,1700.21974862,816.140375962,891.364610682,890.579744912
1.13,968.513505613,1699.22717451,815.844251661,890.843124182,890.038776514
1.132,967.94534901,1698.23498033,815.548302645,890.321915159,889.498099447
1.134,967.377486954,1697.24316609,815.252528912,889.800983614,888.957713712
1.136,966.809919444,1696.25173179,814.956930463,889.280329547,888.417619308
1.138,966.242646481,1695.26067741,814.661507298,888.759952957,887.877816235
1.14,965.675668064,1694.27000298,814.366259417,888.239853845,887.338304494
1.142,965.108984193,1693.27970847,814.07118682,887.72003221,886.799084084
1.144,964.542594869,1692.2897939,813.776289507,887.200488053,886.260155006
1.146,963.976500092,1691.30025927,813.481567478,886.681221374,885.721517259
1.148,963.410699861,1690.31110457,813.187020733,886.162232172,885.183170843
1.15,962.845194176,1689.3223298,812.892649272,885.643520448,884.645115759
1.152,962.279983038,1688.33393497,812.598453095,885.125086201,884.107352006
1.154,961.715066446,1687.34592007,812.304432201,884.606929432,883.569879585
1.156,961.150444401,1686.35828511,812.010586592,884.089050141,883.032698495
1.158,960.586116903,1685.37103007,811.716916267,883.571448327,882.495808736
1.16,960.02208395,1684.38415498,811.423421225,883.054123991,881.959210309
1.162,959.458345545,1683.39765982,811.130101468,882.537077132,881.422903213
1.164,958.894901685,1682.41154459,810.836956994,882.020307751,880.886887448
1.166,958.331752372,1681.4258093,810.543987805,881.503815848,880.351163015
1.168,957.768897606,1680.44045394,810.251193899,880.987601422,879.815729913
1.17,957.206337386,1679.45547851,809.958575277,880.471664473,879.280588143
1.172,956.644071713,1678.47088302,809.66613194,879.956005003,878.745737704
1.174,956.082100586,1677.48666746,809.373863886,879.44062301,878.211178597
1.176,955.520424005,1676.50283184,809.081771116,878.925518494,877.67691082
1.178,954.959041971,1675.51937615,808.78985363,878.410691456,877.142934376
1.18,954.397954484,1674.5363004,808.498111428,877.896141896,876.609249262
1.182,953.837161543,1673.55360458,808.20654451,877.381869813,876.07585548
1.184,953.276663148,1672.57128869,807.915152876,876.867875208,875.542753029
1.186,952.7164593,1671.58935274,807.623936526,876.35415808,875.00994191
1.188,952.156549999,1670.60779672,807.33289546,875.84071843,874.477422122
1.19,951.596935244,1669.62662064,807.042029678,875.327556258,873.945193666
1.192,951.037615035,1668.64582449,806.75133918,874.814671563,873.413256541
1.194,950.478589373,1667.66540827,806.460823965,874.302064346,872.881610747
1.196,949.919858257,1666.68537199,806.170484035,873.789734606,872.350256285
1.198,949.361421688,1665.70571564,805.880319389,873.277682344,871.819193154
1.2,948.803279665,1664.72643923,805.590330026,872.76590756,871.288421354
1.202,948.245432188,1663.74754275,805.300515948,872.254410253,870.757940886
1.204,947.687879259,1662.76902621,805.010877153,871.743190424,870.227751749
1.206,947.130620875,1661.7908896,804.721413643,871.232248072,869.697853944
1.208,946.573657038,1660.81313292,804.432125416,870.721583198,869.16824747
1.21,946.016987748,1659.83575618,804.143012473,870.211195801,868.638932327
1.212,945.460613004,1658.85875937,803.854074815,869.701085883,868.109908516
1.214,944.904532806,1657.8821425,803.56531244,869.191253441,867.581176036
1.216,944.348747155,1656.90590556,803.276725349,868.681698478,867.052734887
1.218,943.793256051,1655.93004855,802.988313542,868.172420991,866.52458507
1.22,943.238059493,1654.95457148,802.700077019,867.663420983,865.996726585
1.222,942.683157481,1653.97947434,802.41201578,867.154698452,865.46915943
1.224,942.128550016,1653.00475714,802.124129825,866.646253399,864.941883607
1.226,941.574237097,1652.03041987,801.836419154,866.138085823,864.414899116
1.228,941.020218725,1651.05646254,801.548883767,865.630195725,863.888205956
1.23,940.466494899,1650.08288514,801.261523664,865.122583104,863.361804127
1.232,939.91306562,1649.10968767,800.974338845,864.615247961,862.835693629
1.234,939.359930887,1648.13687014,800.687329309,864.108190296,862.309874463
1.236,938.807090701,1647.16443254,800.400495058,863.601410108,861.784346629
1.238,938.254545061,1646.19237488,800.113836091,863.094907398,861.259110125
1.24,937.702293968,1645.22069715,799.827352407,862.588682165,860.734164954
1.242,937.150337421,1644.24939935,799.541044008,862.08273441,860.209511113
1.244,936.598675421,1643.27848149,799.254910892,861.577064132,859.685148604
1.246,936.047307967,1642.30794356,798.968953061,861.071671333,859.161077426
1.248,935.496235059,1641.33778557,798.683170513,860.56655601,858.63729758
1.25,934.945456698,1640.36800751,798.397563249,860.061718166,858.113809065
1.252,934.394972884,1639.39860939,798.11213127,859.557157799,857.590611882
1.254,933.844783616,1638.4295912,797.826874574,859.052874909,857.067706029
1.256,933.294888894,1637.46095294,797.541793162,858.548869497,856.545091509
1.258,932.745288719,1636.49269462,797.256887034,858.045141563,856.022768319
1.26,932.19598309,1635.52481623,796.97215619,857.541691106,855.500736461
1.262,931.646972008,1634.55731778,796.68760063,857.038518127,854.978995935
1.264,931.098255472,1633.59019926,796.403220354,856.535622625,854.45754674
1.266,930.549833483,1632.62346067,796.119015362,856.033004601,853.936388876
1.268,930.00170604,1631.65710202,795.834985654,855.530664055,853.415522343
1.27,929.453873144,1630.6911233,795.55113123,855.028600986,852.894947142
1.272,928.906334794,1629.72552452,795.26745209,854.526815395,852.374663273
1.274,928.359090991,1628.76030567,794.983948234,854.025307281,851.854670734
1.276,927.812141734,1627.79546676,794.700619661,853.524076645,851.334969527
1.278,927.265487024,1626.83100777,794.417466373,853.023123487,850.815559652
1.28,926.71912686,1625.86692873,794.134488368,852.522447806,850.296441108
1.282,926.173061242,1624.90322962,793.851685648,852.022049603,849.777613895
1.284,925.627290171,1623.93991044,793.569058211,851.521928877,849.259078014
1.286,925.081813647,1622.97697119,793.286606059,851.022085629,848.740833464
1.288,924.536631669,1622.01441188,793.00432919,850.522519859,848.222880245
1.29,923.991744237,1621.05223251,792.722227606,850.023231566,847.705218358
1.292,923.447151352,1620.09043307,792.440301305,849.524220751,847.187847802
1.294,922.902853013,1619.12901356,792.158550288,849.025487413,846.670768578
1.296,922.358849221,1618.16797399,791.876974555,848.527031553,846.153980684
1.298,921.815139976,1617.20731435,791.595574106,848.02885317,845.637484123
1.3,921.271725276,1616.24703464,791.314348942,847.530952265,845.121278893
1.302,920.728605124,1615.28713487,791.033299061,847.033328838,844.605364994
1.304,920.185779517,1614.32761504,790.752424464,846.535982888,844.089742426
1.306,919.643248458,1613.36847513,790.47172515,846.038914416,843.57441119
1.308,919.101011944,1612.40971517,790.191201121,845.542123422,843.059371285
1.31,918.559069977,1611.45133513,789.910852376,845.045609905,842.544622712
1.312,918.017422557,1610.49333503,789.630678915,844.549373865,842.03016547
1.314,917.476069683,1609.53571487,789.350680738,844.053415303,841.515999559
1.316,916.935011356,1608.57847463,789.070857844,843.557734219,841.00212498
1.318,916.394247575,1607.62161434,788.791210235,843.062330613,840.488541732
1.32,915.85377834,1606.66513397,788.51173791,842.567204484,839.975249816
1.322,915.313603652,1605.70903354,788.232440868,842.072355832,839.462249231
1.324,914.773723511,1604.75331305,787.953319111,841.577784658,838.949539977
1.326,914.234137916,1603.79797249,787.674372637,841.083490962,838.437122055
1.328,913.694846867,1602.84301186,787.395601447,840.589474743,837.924995464
1.33,913.155850365,1601.88843117,787.117005542,840.095736002,837.413160205
1.332,912.617148409,1600.93423041,786.83858492,839.602274739,836.901616277
1.334,912.078741,1599.98040959,786.560339582,839.109090953,836.39036368
1.336,911.540628137,1599.0269687,786.282269529,838.616184645,835.879402415
1.338,911.002809821,1598.07390774,786.004374759,838.123555814,835.368732481
1.34,910.465286051,1597.12122672,785.726655273,837.631204461,834.858353878
1.342,909.928056828,1596.16892563,785.449111071,837.139130585,834.348266607
1.344,909.391122151,1595.21700448,785.171742153,836.647334187,833.838470667
1.346,908.854482021,1594.26546326,784.894548519,836.155815267,833.328966059
1.348,908.318136437,1593.31430198,784.617530169,835.664573824,832.819752782
1.35,907.782085399,1592.36352063,784.340687102,835.173609859,832.310830836
1.352,907.246328908,1591.41311921,784.06401932,834.682923372,831.802200222
1.354,906.710866964,1590.46309773,783.787526822,834.192514362,831.293860939
1.356,906.175699566,1589.51345618,783.511209608,833.702382829,830.785812988
1.358,905.640826714,1588.56419456,783.235067677,833.212528774,830.278056368
1.36,905.106248409,1587.61531288,782.959101031,832.722952197,829.770591079
1.362,904.571964651,1586.66681114,782.683309668,832.233653098,829.263417122
1.364,904.037975439,1585.71868933,782.40769359,831.744631476,828.756534496
1.366,903.504280773,1584.77094745,782.132252795,831.255887331,828.249943201
1.368,902.970880654,1583.82358551,781.856987285,830.767420664,827.743643238
1.37,902.437775081,1582.8766035,781.581897058,830.279231475,827.237634606
1.372,901.904964055,1581.93000142,781.306982115,829.791319763,826.731917306
1.374,901.372447575,1580.98377928,781.032242457,829.303685529,826.226491337
1.376,900.840225642,1580.03793707,780.757678082,828.816328773,825.721356699
1.378,900.308298255,1579.0924748,780.483288991,828.329249494,825.216513393
1.38,899.776665415,1578.14739246,780.209075184,827.842447693,824.711961418
1.382,899.245327121,1577.20269006,779.935036661,827.355923369,824.207700775
1.384,898.714283373,1576.25836759,779.661173422,826.869676523,823.703731463
1.386,898.183534172,1575.31442505,779.387485467,826.383707154,823.200053482
1.388,897.653079518,1574.37086245,779.113972796,825.898015263,822.696666833
1.39,897.12291941,1573.42767978,778.840635409,825.41260085,822.193571515
1.392,896.593053848,1572.48487705,778.567473305,824.927463914,821.690767528
1.394,896.063482833,1571.54245425,778.294486486,824.442604456,821.188254873
1.396,895.534206365,1570.60041139,778.021674951,823.958022475,820.686033549
1.398,895.005224443,1569.65874846,777.7490387,823.473717972,820.184103557
1.4,894.476537067,1568.71746546,777.476577732,822.989690947,819.682464896
1.402,893.948144238,1567.7765624,777.204292049,822.505941399,819.181117566
1.404,893.420045955,1566.83603927,776.932181649,822.022469329,818.680061568
1.406,892.892242219,1565.89589607,776.660246534,821.539274736,818.179296901
1.408,892.364733029,1564.95613281,776.388486702,821.056357621,817.678823566
1.41,891.837518386,1564.01674949,776.116902154,820.573717984,817.178641562
1.412,891.310598289,1563.0777461,775.845492891,820.091355824,816.678750889
1.414,890.783972739,1562.13912264,775.574258911,819.609271142,816.179151548
1.416,890.257641735,1561.20087911,775.303200215,819.127463937,815.679843538
1.418,889.731605278,1560.26301553,775.032316803,818.64593421,815.18082686
1.42,889.205863367,1559.32553187,774.761608675,818.16468196,814.682101512
1.422,888.680416002,1558.38842815,774.491075831,817.683707189,814.183667497
1.424,888.155263184,1557.45170436,774.220718271,817.203009894,813.685524812
1.426,887.630404913,1556.51536051,773.950535995,816.722590078,813.187673459
1.428,887.105841188,1555.57939659,773.680529003,816.242447738,812.690113438
1.43,886.581572009,1554.64381261,773.410697295,815.762582877,812.192844748
1.432,886.057597377,1553.70860856,773.141040871,815.282995493,811.695867389
1.434,885.533917291,1552.77378444,772.871559731,814.803685587,811.199181361
1.436,885.010531752,1551.83934026,772.602253874,814.324653158,810.702786665
1.438,884.48744076,1550.90527601,772.333123302,813.845898207,810.206683301
1.44,883.964644313,1549.9715917,772.064168013,813.367420733,809.710871267
1.442,883.442142414,1549.03828732,771.795388009,812.889220737,809.215350566
1.444,882.91993506,1548.10536287,771.526783289,812.411298219,808.720121195
1.446,882.398022254,1547.17281836,771.258353852,811.933653178,808.225183156
1.448,881.876403993,1546.24065379,770.990099699,811.456285615,807.730536448
1.45,881.35508028,1545.30886914,770.722020831,810.979195529,807.236181072
1.452,880.834051112,1544.37746443,770.454117246,810.502382921,806.742117027
1.454,880.313316491,1543.44643966,770.186388945,810.02584779,806.248344313
1.456,879.792876417,1542.51579482,769.918835928,809.549590137,805.754862931
1.458,879.272730889,1541.58552991,769.651458196,809.073609962,805.261672881
1.46,878.752879907,1540.65564494,769.384255747,808.597907265,804.768774161
1.462,878.233323472,1539.7261399,769.117228582,808.122482044,804.276166773
1.464,877.714061584,1538.7970148,768.850376701,807.647334302,803.783850716
1.466,877.195094242,1537.86826963,768.583700104,807.172464037,803.291825991
1.468,876.676421446,1536.9399044,768.317198791,806.69787125,802.800092597
1.47,876.158043197,1536.0119191,768.050872761,806.22355594,802.308650535
1.472,875.639959494,1535.08431373,767.784722016,805.749518108,801.817499804
1.474,875.122170338,1534.1570883,767.518746555,805.275757753,801.326640404
1.476,874.604675729,1533.2302428,767.252946378,804.802274876,800.836072336
1.478,874.087475665,1532.30377723,766.987321484,804.329069477,800.345795599
1.48,873.570570149,1531.3776916,766.721871875,803.856141555,799.855810193
1.482,873.053959178,1530.45198591,766.456597549,803.383491111,799.366116119
1.484,872.537642754,1529.52666014,766.191498508,802.911118144,798.876713376
1.486,872.021620877,1528.60171432,765.92657475,802.439022655,798.387601965
1.488,871.505893546,1527.67714842,765.661826277,801.967204644,797.898781885
1.49,870.990460762,1526.75296246,765.397253087,801.49566411,797.410253136
1.492,870.475322524,1525.82915644,765.132855181,801.024401054,796.922015719
1.494,869.960478832,1524.90573035,764.86863256,800.553415475,796.434069633
1.496,869.445929687,1523.98268419,764.604585222,800.082707374,795.946414879
1.498,868.931675089,1523.06001797,764.340713168,799.612276751,795.459051456
1.5,868.417715037,1522.13773168,764.077016398,799.142123605,794.971979364
1.502,867.904049531,1521.21582532,763.813494912,798.672247936,794.485198604
1.504,867.390678572,1520.2942989,763.55014871,798.202649746,793.998709175
1.506,866.877602159,1519.37315242,763.286977792,797.733329033,793.512511077
1.508,866.364820293,1518.45238587,763.023982158,797.264285797,793.026604311
1.51,865.852332974,1517.53199925,762.761161808,796.795520039,792.540988877
1.512,865.3401402,1516.61199256,762.498516742,796.327031759,792.055664773
1.514,864.828241974,1515.69236581,762.236046959,795.858820956,791.570632001
1.516,864.316638293,1514.773119,761.973752461,795.390887631,791.085890561
1.518,863.80532916,1513.85425212,761.711633247,794.923231783,790.601440451
1.52,863.294314572,1512.93576517,761.449689316,794.455853413,790.117281674
1.522,862.783594531,1512.01765816,761.18792067,793.988752521,789.633414227
1.524,862.273169037,1511.09993108,760.926327307,793.521929106,789.149838112
1.526,861.763038089,1510.18258393,760.664909229,793.055383169,788.666553328
1.528,861.253201688,1509.26561672,760.403666434,792.589114709,788.183559876
1.53,860.743659833,1508.34902945,760.142598924,792.123123727,787.700857755
1.532,860.234412524,1507.43282211,759.881706697,791.657410223,787.218446966
1.534,859.725459762,1506.5169947,759.620989754,791.191974196,786.736327508
1.536,859.216801547,1505.60154722,759.360448095,790.726815647,786.254499381
1.538,858.708437877,1504.68647968,759.10008172,790.261934575,785.772962586
1.54,858.200368755,1503.77179208,758.83989063,789.797330981,785.291717122
1.542,857.692594179,1502.85748441,758.579874823,789.333004865,784.810762989
1.544,857.185114149,1501.94355667,758.3200343,788.868956226,784.330100188
1.546,856.677928666,1501.03000887,758.060369061,788.405185064,783.849728718
1.548,856.171037729,1500.116841,757.800879105,787.941691381,783.36964858
1.55,855.664441339,1499.20405306,757.541564434,787.478475175,782.889859773
1.552,855.158139495,1498.29164506,757.282425047,787.015536446,782.410362297
1.554,854.652132198,1497.379617,757.023460944,786.552875195,781.931156153
1.556,854.146419447,1496.46796887,756.764672125,786.090491422,781.45224134
1.558,853.641001243,1495.55670067,756.506058589,785.628385126,780.973617858
1.56,853.135877585,1494.6458124,756.247620338,785.166556308,780.495285708
1.562,852.631048473,1493.73530407,755.98935737,784.705004967,780.01724489
1.564,852.126513908,1492.82517568,755.731269687,784.243731104,779.539495402
1.566,851.62227389,1491.91542722,755.473357287,783.782734719,779.062037246
1.568,851.118328418,1491.00605869,755.215620172,783.322015811,778.584870422
1.57,850.614677492,1490.0970701,754.95805834,782.861574381,778.107994929
1.572,850.111321113,1489.18846144,754.700671792,782.401410428,777.631410767
1.574,849.608259281,1488.28023271,754.443460529,781.941523953,777.155117936
1.576,849.105491994,1487.37238392,754.186424549,781.481914956,776.679116437
1.578,848.603019255,1486.46491507,753.929563853,781.022583436,776.20340627
1.58,848.100841062,1485.55782614,753.672878441,780.563529394,775.727987433
1.582,847.598957415,1484.65111716,753.416368313,780.104752829,775.252859929
1.584,847.097368315,1483.7447881,753.160033469,779.646253742,774.778023755
1.586,846.596073761,1482.83883898,752.903873909,779.188032132,774.303478913
1.588,846.095073754,1481.9332698,752.647889633,778.730088,773.829225402
1.59,845.594368293,1481.02808055,752.392080641,778.272421346,773.355263223
1.592,845.093957378,1480.12327123,752.136446933,777.815032169,772.881592375
1.594,844.59384101,1479.21884185,751.880988508,777.35792047,772.408212859
1.596,844.094019189,1478.3147924,751.625705368,776.901086249,771.935124673
1.598,843.594491914,1477.41112288,751.370597512,776.444529505,771.46232782
1.6,843.095259186,1476.5078333,751.115664939,775.988250238,770.989822297
1.602,842.596321004,1475.60492366,750.860907651,775.53224845,770.517608106
1.604,842.097677368,1474.70239394,750.606325646,775.076524138,770.045685247
1.606,841.599328279,1473.80024416,750.351918926,774.621077305,769.574053718
1.608,841.101273737,1472.89847432,750.097687489,774.165907949,769.102713522
1.61,840.60351374,1471.99708441,749.843631337,773.71101607,768.631664656
1.612,840.106048291,1471.09607444,749.589750468,773.25640167,768.160907122
1.614,839.608877388,1470.19544439,749.336044883,772.802064746,767.690440919
1.616,839.112001031,1469.29519429,749.082514582,772.348005301,767.220266048
1.618,838.615419221,1468.39532411,748.829159566,771.894223333,766.750382508
1.62,838.119131957,1467.49583387,748.575979833,771.440718842,766.2807903
1.622,837.62313924,1466.59672357,748.322975384,770.987491829,765.811489423
1.624,837.127441069,1465.6979932,748.070146219,770.534542294,765.342479877
1.626,836.632037444,1464.79964276,747.817492338,770.081870236,764.873761662
1.628,836.136928367,1463.90167226,747.565013741,769.629475656,764.405334779
1.63,835.642113835,1463.00408169,747.312710427,769.177358554,763.937199228
1.632,835.14759385,1462.10687106,747.060582398,768.725518929,763.469355008
1.634,834.653368412,1461.21004036,746.808629653,768.273956782,763.001802119
1.636,834.15943752,1460.31358959,746.556852192,767.822672112,762.534540561
1.638,833.665801174,1459.41751876,746.305250014,767.37166492,762.067570335
1.64,833.172459375,1458.52182786,746.053823121,766.920935205,761.600891441
1.642,832.679412123,1457.6265169,745.802571511,766.470482968,761.134503877
1.644,832.186659417,1456.73158587,745.551495186,766.020308209,760.668407645
1.646,831.694201257,1455.83703478,745.300594144,765.570410927,760.202602745
1.648,831.202037644,1454.94286362,745.049868387,765.120791123,759.737089176
1.65,830.710168577,1454.04907239,744.799317913,764.671448796,759.271866938
1.652,830.218594057,1453.1556611,744.548942724,764.222383947,758.806936032
1.654,829.727314083,1452.26262974,744.298742818,763.773596576,758.342296457
1.656,829.236328656,1451.36997831,744.048718196,763.325086682,757.877948213
1.658,828.745637775,1450.47770682,743.798868858,762.876854266,757.413891301
1.66,828.255241441,1449.58581527,743.549194804,762.428899327,756.95012572
1.662,827.765139653,1448.69430365,743.299696034,761.981221866,756.486651471
1.664,827.275332412,1447.80317196,743.050372548,761.533821883,756.023468553
1.666,826.785819717,1446.91242021,742.801224346,761.086699377,755.560576966
1.668,826.296601568,1446.02204839,742.552251428,760.639854348,755.097976711
1.67,825.807677966,1445.1320565,742.303453794,760.193286798,754.635667787
1.672,825.319048911,1444.24244455,742.054831444,759.746996725,754.173650195
1.674,824.830714402,1443.35321254,741.806384378,759.300984129,753.711923933
1.676,824.342674439,1442.46436045,741.558112595,758.855249011,753.250489004
1.678,823.854929023,1441.5758883,741.310016097,758.409791371,752.789345405
1.68,823.367478154,1440.68779609,741.062094883,757.964611208,752.328493138
1.682,822.880321831,1439.80008381,740.814348952,757.519708523,751.867932203
1.684,822.393460054,1438.91275146,740.566778306,757.075083315,751.407662599
1.686,821.906892824,1438.02579905,740.319382943,756.630735585,750.947684326
1.688,821.42062014,1437.13922658,740.072162865,756.186665333,750.487997385
1.69,820.934642003,1436.25303403,739.82511807,755.742872558,750.028601774
1.692,820.448958412,1435.36722142,739.578248559,755.299357261,749.569497496
1.694,819.963569368,1434.48178875,739.331554332,754.856119441,749.110684549
1.696,819.47847487,1433.59673601,739.08503539,754.413159099,748.652162933
1.698,818.993674918,1432.7120632,738.838691731,753.970476235,748.193932648
1.7,818.509169514,1431.82777033,738.592523356,753.528070848,747.735993695
1.702,818.024958655,1430.94385739,738.346530265,753.085942939,747.278346074
1.704,817.541042343,1430.06032439,738.100712458,752.644092507,746.820989783
1.706,817.057420578,1429.17717132,737.855069935,752.202519553,746.363924824
1.708,816.574093359,1428.29439818,737.609602696,751.761224077,745.907151197
1.71,816.091060686,1427.41200498,737.364310741,751.320206078,745.450668901
1.712,815.60832256,1426.52999171,737.11919407,750.879465556,744.994477936
1.714,815.125878981,1425.64835838,736.874252682,750.439002513,744.538578302
1.716,814.643729947,1424.76710498,736.629486579,749.998816947,744.08297
1.718,814.161875461,1423.88623151,736.38489576,749.558908858,743.62765303
1.72,813.680315521,1423.00573798,736.140480224,749.119278247,743.172627391
1.722,813.199050127,1422.12562439,735.896239973,748.679925114,742.717893083
1.724,812.71807928,1421.24589072,735.652175005,748.240849458,742.263450106
1.726,812.237402979,1420.36653699,735.408285322,747.80205128,741.809298461
1.728,811.757021225,1419.4875632,735.164570922,747.363530579,741.355438148
1.73,811.276934017,1418.60896934,734.921031807,746.925287356,740.901869165
1.732,810.797141356,1417.73075541,734.677667975,746.487321611,740.448591514
1.734,810.317643241,1416.85292142,734.434479427,746.049633343,739.995605195
1.736,809.838439672,1415.97546736,734.191466163,745.612222553,739.542910207
1.738,809.35953065,1415.09839324,733.948628184,745.17508924,739.09050655
1.74,808.880916175,1414.22169905,733.705965488,744.738233405,738.638394225
1.742,808.402596246,1413.3453848,733.463478076,744.301655048,738.186573231
1.744,807.924570863,1412.46945048,733.221165948,743.865354168,737.735043568
1.746,807.446840027,1411.59389609,732.979029104,743.429330766,737.283805237
1.748,806.969403738,1410.71872164,732.737067544,742.993584841,736.832858237
1.75,806.492261995,1409.84392712,732.495281267,742.558116394,736.382202568
1.752,806.015414798,1408.96951253,732.253670275,742.122925425,735.931838231
1.754,805.538862148,1408.09547788,732.012234567,741.688011933,735.481765226
1.756,805.062604044,1407.22182317,731.770974143,741.253375918,735.031983551
1.758,804.586640487,1406.34854839,731.529889002,740.819017382,734.582493209
1.76,804.110971476,1405.47565354,731.288979146,740.384936322,734.133294197
1.762,803.635597012,1404.60313862,731.048244574,739.951132741,733.684386517
1.764,803.160517094,1403.73100365,730.807685285,739.517606637,733.235770168
1.766,802.685731723,1402.8592486,730.567301281,739.084358011,732.787445151
1.768,802.211240898,1401.98787349,730.32709256,738.651386862,732.339411465
1.77,801.73704462,1401.11687831,730.087059123,738.218693191,731.89166911
1.772,801.263142888,1400.24626307,729.847200971,737.786276997,731.444218087
1.774,800.789535702,1399.37602776,729.607518102,737.354138281,730.997058395
1.776,800.316223063,1398.50617239,729.368010517,736.922277043,730.550190035
1.778,799.843204971,1397.63669695,729.128678216,736.490693282,730.103613006
1.78,799.370481425,1396.76760144,728.889521199,736.059386999,729.657327308
1.782,798.898052425,1395.89888587,728.650539467,735.628358193,729.211332942
1.784,798.425917972,1395.03055023,728.411733018,735.197606865,728.765629907
1.786,797.954078066,1394.16259453,728.173101852,734.767133015,728.320218204
1.788,797.482532706,1393.29501876,727.934645971,734.336936642,727.875097832
1.79,797.011281892,1392.42782292,727.696365374,733.907017746,727.430268791
1.792,796.540325625,1391.56100702,727.458260061,733.477376329,726.985731081
1.794,796.069663904,1390.69457105,727.220330032,733.048012389,726.541484704
1.796,795.59929673,1389.82851502,726.982575287,732.618925926,726.097529657
1.798,795.129224102,1388.96283892,726.744995825,732.190116941,725.653865942
1.8,794.659446021,1388.09754276,726.507591648,731.761585434,725.210493558
1.802,794.189962486,1387.23262653,726.270362754,731.333331404,724.767412506
1.804,793.720773497,1386.36809023,726.033309145,730.905354852,724.324622785
1.806,793.251879056,1385.50393387,725.796430819,730.477655777,723.882124395
1.808,792.78327916,1384.64015744,725.559727778,730.050234181,723.439917337
1.81,792.314973811,1383.77676095,725.32320002,729.623090061,722.99800161
1.812,791.846963009,1382.91374439,725.086847547,729.196223419,722.556377214
1.814,791.379246753,1382.05110776,724.850670357,728.769634255,722.11504415
1.816,790.911825043,1381.18885107,724.614668451,728.343322569,721.674002418
1.818,790.44469788,1380.32697432,724.378841829,727.91728836,721.233252016
1.82,789.977865264,1379.46547749,724.143190491,727.491531628,720.792792946
1.822,789.511327193,1378.6043606,723.907714437,727.066052374,720.352625208
1.824,789.04508367,1377.74362365,723.672413667,726.640850598,719.912748801
1.826,788.579134693,1376.88326663,723.437288181,726.215926299,719.473163725
1.828,788.113480262,1376.02328954,723.202337979,725.791279478,719.03386998
1.83,787.648120378,1375.16369239,722.967563061,725.366910135,718.594867567
1.832,787.18305504,1374.30447517,722.732963427,724.942818269,718.156156486
1.834,786.718284249,1373.44563789,722.498539077,724.519003881,717.717736736
1.836,786.253808004,1372.58718054,722.26429001,724.09546697,717.279608317
1.838,785.789626305,1371.72910313,722.030216228,723.672207537,716.841771229
1.84,785.325739154,1370.87140564,721.79631773,723.249225581,716.404225473
1.842,784.862146548,1370.0140881,721.562594515,722.826521104,715.966971049
1.844,784.398848489,1369.15715048,721.329046585,722.404094103,715.530007955
1.846,783.935844977,1368.30059281,721.095673938,721.981944581,715.093336193
1.848,783.473136011,1367.44441506,720.862476576,721.560072535,714.656955763
1.85,783.010721591,1366.58861725,720.629454497,721.138477968,714.220866664
1.852,782.548601718,1365.73319937,720.396607702,720.717160878,713.785068896
1.854,782.086776392,1364.87816143,720.163936192,720.296121265,713.34956246
1.856,781.625245612,1364.02350342,719.931439965,719.875359131,712.914347355
1.858,781.164009378,1363.16922535,719.699119022,719.454874473,712.479423581
1.86,780.703067691,1362.31532721,719.466973363,719.034667294,712.044791139
1.862,780.24242055,1361.46180901,719.235002988,718.614737592,711.610450028
1.864,779.782067956,1360.60867073,719.003207897,718.195085367,711.176400249
1.866,779.322009908,1359.7559124,718.77158809,717.775710621,710.7426418
1.868,778.862246407,1358.90353399,718.540143567,717.356613351,710.309174684
1.87,778.402777452,1358.05153553,718.308874328,716.93779356,709.875998898
1.872,777.943603044,1357.19991699,718.077780373,716.519251246,709.443114445
1.874,777.484723182,1356.34867839,717.846861702,716.100986409,709.010521322
1.876,777.026137867,1355.49781972,717.616118314,715.68299905,708.578219531
1.878,776.567847098,1354.64734099,717.385550211,715.265289169,708.146209071
1.88,776.109850875,1353.79724219,717.155157392,714.847856765,707.714489943
1.882,775.652149199,1352.94752333,716.924939856,714.430701839,707.283062146
1.884,775.19474207,1352.0981844,716.694897605,714.013824391,706.85192568
1.886,774.737629487,1351.2492254,716.465030637,713.59722442,706.421080546
1.888,774.28081145,1350.40064634,716.235338954,713.180901926,705.990526743
1.89,773.82428796,1349.55244722,716.005822554,712.764856911,705.560264272
1.892,773.368059016,1348.70462802,715.776481438,712.349089372,705.130293132
1.894,772.912124619,1347.85718876,715.547315607,711.933599312,704.700613323
1.896,772.456484769,1347.01012944,715.318325059,711.518386729,704.271224846
